,coords,label
2890,"[ 0.50622159  0.70677739 -0.00000024  0.54651934  0.68384039 -0.09462722
  0.55298281  0.68301618 -0.14606375  0.52359003  0.68794549 -0.17851284
  0.49814111  0.69932377 -0.20760639  0.55232388  0.80905056 -0.11583862
  0.51291758  0.78856295 -0.17584477  0.50462228  0.75499964 -0.21911949
  0.50873756  0.73734438 -0.24514656  0.50471479  0.82114249 -0.08386921
  0.48142949  0.79308438 -0.15295917  0.47487935  0.73034763 -0.18864143
  0.48121804  0.69803619 -0.2055731   0.46725607  0.81575859 -0.05749533
  0.44375426  0.77705556 -0.11485633  0.44843915  0.71655667 -0.12872989
  0.46238786  0.69106907 -0.12847525  0.43828103  0.81060654 -0.03769661
  0.42048752  0.76559037 -0.07626574  0.42476779  0.72231346 -0.08680588
  0.43881261  0.70682377 -0.08838604]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2891,"[ 0.49238715  0.90970564  0.00000082  0.64158082  0.87409079 -0.06831166
  0.74790126  0.75785351 -0.08830386  0.70764613  0.63907135 -0.09933946
  0.60510248  0.63103938 -0.11246452  0.6430288   0.55530375 -0.0558532
  0.63994545  0.39357305 -0.08877032  0.63625878  0.29169786 -0.12002679
  0.63489485  0.20446149 -0.14462249  0.56108201  0.53268319 -0.05059174
  0.55752832  0.35152513 -0.08222715  0.5589121   0.22913668 -0.11886455
  0.55916923  0.12967065 -0.14444211  0.48908743  0.54207778 -0.0512631
  0.47928533  0.37203234 -0.08436637  0.48841858  0.25645956 -0.12242956
  0.49460986  0.16402653 -0.14632863  0.41103542  0.57975602 -0.05776871
  0.40601337  0.44194463 -0.08854908  0.41234434  0.35498244 -0.10820858
  0.41677031  0.28098831 -0.12049271]","[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2892,"[ 0.47284544  0.94833422  0.00000021  0.62560254  0.89862257 -0.06054445
  0.73902869  0.77422357 -0.07938024  0.71788675  0.6382823  -0.09714721
  0.64495397  0.56230319 -0.11022838  0.64849252  0.55948037 -0.00174753
  0.65714735  0.40677899 -0.06564289  0.64364743  0.40918201 -0.12221552
  0.62651372  0.4530319  -0.14924714  0.5630185   0.53680891 -0.00118613
  0.56942981  0.34824258 -0.03339761  0.56866801  0.23265201 -0.06969714
  0.56865346  0.14054087 -0.09282895  0.48933822  0.55014443 -0.01589205
  0.48940706  0.37783805 -0.05005857  0.49179342  0.2706705  -0.07632807
  0.49770612  0.18072054 -0.08965378  0.40699011  0.59345824 -0.0383975
  0.40777725  0.4583703  -0.06329561  0.41429454  0.37510949 -0.06946881
  0.42442504  0.29771113 -0.06994892]","[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2893,"[ 0.43776125  0.85632527  0.00000062  0.66171098  0.77218604  0.06229593
  0.76307583  0.65003109  0.13236147  0.81483704  0.54214114  0.18067595
  0.81874812  0.46513245  0.2319953   0.67661369  0.51333249  0.22451796
  0.72855252  0.36768198  0.24308895  0.80107898  0.37359905  0.22696033
  0.84743237  0.42355481  0.21676864  0.62869054  0.50086617  0.18323223
  0.68722582  0.34490943  0.18586944  0.77575558  0.36660928  0.13565855
  0.8200112   0.44446447  0.10251594  0.58256203  0.48560172  0.12989976
  0.6373533   0.32514545  0.11528415  0.72490013  0.35990077  0.05256318
  0.77646333  0.44332421  0.01471055  0.52509153  0.46323663  0.07914799
  0.58181018  0.33447105  0.05389418  0.67150581  0.34404016  0.00750423
  0.73779368  0.40368491 -0.02395628]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2894,"[ 0.54082644  0.88179469  0.00000096  0.66476792  0.79551125 -0.04884867
  0.72553879  0.63819635 -0.05667181  0.72995007  0.51688099 -0.06770092
  0.65548849  0.44543639 -0.07627266  0.65690279  0.48482913 -0.01427724
  0.62543881  0.33287182 -0.0585122   0.5791806   0.23950161 -0.09131728
  0.53272414  0.1524969  -0.11301404  0.57301986  0.49316671 -0.02392001
  0.57973498  0.31672382 -0.0860342   0.58463383  0.20315041 -0.12156916
  0.58648986  0.10662672 -0.13726091  0.48372227  0.54012823 -0.04181444
  0.46332204  0.42944649 -0.14371228  0.50290054  0.55068856 -0.15031151
  0.53447586  0.64439476 -0.12337191  0.39463586  0.60906821 -0.06244891
  0.38877255  0.53627509 -0.14508367  0.43264702  0.62143546 -0.1387219
  0.46145236  0.68842345 -0.11413316]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2895,"[ 0.54043072  0.81915247 -0.00000087  0.68763191  0.71031189 -0.07879509
  0.72720397  0.51934963 -0.11596757  0.6096347   0.35863042 -0.15027808
  0.51313907  0.24849838 -0.17118356  0.73802561  0.40505418 -0.02387737
  0.78973824  0.29786417 -0.13666277  0.76598072  0.41412711 -0.20541285
  0.73208904  0.5279094  -0.23069026  0.62061369  0.40490985 -0.02621457
  0.67610443  0.24455604 -0.13801043  0.67131615  0.37691921 -0.17436011
  0.66097218  0.4982022  -0.16639228  0.50105554  0.42989954 -0.04717604
  0.53411818  0.3322244  -0.16801234  0.57087547  0.48477271 -0.16509183
  0.58757466  0.59082687 -0.12399546  0.37935847  0.47899705 -0.0726151
  0.43421781  0.40701139 -0.15226835  0.48818094  0.51491308 -0.13582075
  0.51332879  0.5889219  -0.09955642]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2896,"[ 0.8778019   0.33049804 -0.00000054  0.83462036  0.37206787 -0.2129418
  0.72600615  0.45177305 -0.26369542  0.65327466  0.56725574 -0.26337665
  0.58413792  0.67245126 -0.2431372   0.4850691   0.27721918 -0.17462403
  0.317615    0.40250325 -0.24791496  0.23440804  0.5137701  -0.29438066
  0.16911602  0.60250276 -0.31953976  0.50205356  0.32997987 -0.07891005
  0.46711567  0.51872742 -0.16378669  0.57013392  0.51196635 -0.18837035
  0.61123765  0.44132107 -0.1828057   0.52587885  0.40217501 -0.00503051
  0.50088316  0.55844122 -0.10128966  0.5985899   0.53513873 -0.12531073
  0.60891229  0.47559375 -0.11405385  0.54688144  0.4524585   0.05233252
  0.54836345  0.55897284 -0.03415054  0.62822658  0.54356301 -0.05983449
  0.66280723  0.49956128 -0.05353754]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2897,"[ 0.58465964  0.74291456 -0.00000083  0.69479281  0.63665247 -0.09454899
  0.74290448  0.47068861 -0.12906227  0.71744657  0.30032599 -0.15927048
  0.68019742  0.16299039 -0.16553785  0.72067499  0.3156364   0.00315918
  0.76103348  0.21474135 -0.11040599  0.76892352  0.35396096 -0.16103643
  0.75415266  0.40728581 -0.17335643  0.61764401  0.31766838  0.01467432
  0.64748114  0.24339032 -0.09958552  0.67327797  0.41898692 -0.11741763
  0.6619516   0.4267298  -0.09884952  0.51813364  0.34328365 -0.00016612
  0.54839498  0.31201774 -0.13503274  0.58827686  0.47637081 -0.11736473
  0.58063143  0.48403478 -0.06658754  0.41723412  0.37986436 -0.02110584
  0.47283155  0.36321661 -0.09721576  0.51364982  0.46837997 -0.07604054
  0.50517607  0.4842948  -0.03688667]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 0.]"
2898,"[ 0.61797786  0.77978379 -0.00000102  0.52976817  0.76411688 -0.17109586
  0.44122919  0.67201924 -0.19324006  0.35452324  0.59301436 -0.17064515
  0.28950447  0.51912916 -0.12015707  0.55259734  0.42032042 -0.11523355
  0.51782316  0.24954912 -0.18014249  0.41058269  0.23122548 -0.20176439
  0.33280858  0.26423568 -0.19708425  0.53063142  0.44719309 -0.03054848
  0.37084299  0.44880942 -0.08657435  0.37841022  0.55079627 -0.08072994
  0.45352253  0.5694629  -0.0555198   0.49594057  0.48271099  0.03061578
  0.35609978  0.49591774 -0.04812093  0.38907158  0.58426332 -0.05757465
  0.45175394  0.57194531 -0.03754511  0.46870023  0.51340485  0.07895382
  0.3604171   0.52446115  0.00780682  0.38533962  0.5920518  -0.00718137
  0.43670648  0.6144641   0.00647001]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 0.]"
2899,"[ 0.80701309  0.8180474  -0.00000091  0.83328688  0.65261483 -0.01701086
  0.79071999  0.53567332 -0.0268345   0.68057418  0.46859619 -0.03883675
  0.58473736  0.4902049  -0.04263194  0.69601083  0.48047984 -0.01727111
  0.6385802   0.34625602 -0.06481378  0.67174935  0.40614283 -0.090722
  0.7018618   0.47269547 -0.10061757  0.62253219  0.52289158 -0.02568577
  0.54589725  0.42501336 -0.05778691  0.61055905  0.48856363 -0.06944074
  0.66138405  0.51192003 -0.07791284  0.57348293  0.58256257 -0.04186989
  0.52342409  0.53168494 -0.06933271  0.62972564  0.57602531 -0.08372261
  0.7066884   0.61300659 -0.0954864   0.52321512  0.65615493 -0.05929976
  0.39981616  0.61082911 -0.07255874  0.33341664  0.57124549 -0.08662459
  0.27812061  0.53621244 -0.10371622]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2900,"[ 0.85324341  0.44166321 -0.00000016  0.77059579  0.52110523 -0.14804888
  0.64835864  0.58628953 -0.18605623  0.55892813  0.64772606 -0.18509354
  0.47314414  0.7066133  -0.1737655   0.56171256  0.36752921 -0.12143537
  0.45254087  0.48070514 -0.13094407  0.39657748  0.55659598 -0.13095686
  0.34446678  0.60209888 -0.12805842  0.57284838  0.35717866 -0.03299185
  0.49021235  0.49910933 -0.06209194  0.56683731  0.53742188 -0.06495998
  0.62181503  0.50954157 -0.05127098  0.58328032  0.37553728  0.04679743
  0.5141924   0.49533784  0.0066559   0.58205515  0.52386165 -0.01756343
  0.61694419  0.49352697 -0.01620241  0.57357204  0.39222306  0.1199117
  0.5252279   0.46667433  0.09221883  0.56893569  0.48362356  0.07406316
  0.60636294  0.45460984  0.07244185]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2901,"[ 0.59159917  0.95589155  0.00000032  0.69740129  0.94233805 -0.06709951
  0.7906065   0.85406458 -0.12772352  0.75652611  0.79147112 -0.18666461
  0.65536267  0.77770209 -0.24595372  0.71200424  0.5827601  -0.09949701
  0.69445795  0.39349496 -0.17506695  0.69622904  0.26461309 -0.22438528
  0.67401862  0.15727589 -0.26242691  0.60216326  0.60865188 -0.11164925
  0.62009996  0.52373672 -0.20817532  0.66941839  0.69086492 -0.22266534
  0.66421795  0.74790245 -0.21459945  0.51007122  0.65982956 -0.12947071
  0.52381897  0.57808715 -0.22059204  0.59145612  0.72086626 -0.17916769
  0.5873276   0.76652318 -0.13434885  0.41637552  0.72982436 -0.15361758
  0.44393036  0.68476057 -0.21273246  0.50830185  0.77873874 -0.17465927
  0.51216775  0.8105731  -0.13683251]","[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2902,"[ 0.66483891  0.9122932   0.00000103  0.78399295  0.81619728 -0.0796435
  0.81436032  0.65015429 -0.09291539  0.75792599  0.50717944 -0.10366232
  0.71855998  0.39977586 -0.10935216  0.75237286  0.50288248 -0.0259524
  0.75085771  0.32312444 -0.06759381  0.737225    0.21269493 -0.09211077
  0.72510737  0.1175749  -0.10691863  0.65828234  0.51396954 -0.02167218
  0.61615086  0.32823759 -0.08201617  0.58858824  0.20413372 -0.12173033
  0.56969976  0.09975341 -0.13989559  0.57624382  0.56599677 -0.02907366
  0.53890067  0.44917583 -0.13421622  0.57651293  0.55585849 -0.15420803
  0.60554636  0.64202118 -0.13379984  0.49660647  0.64308149 -0.04157938
  0.44282579  0.54413408 -0.12872861  0.48396015  0.5858748  -0.13890415
  0.52721214  0.63141906 -0.12449685]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2903,"[ 0.3069104   0.91728652  0.00000087  0.43411824  0.87383854 -0.15320607
  0.55617952  0.81915903 -0.23143999  0.69698465  0.77499437 -0.28943336
  0.80488187  0.73908365 -0.33332217  0.49783325  0.52405643 -0.11904993
  0.51969302  0.35775226 -0.20177346  0.53171229  0.24540961 -0.23357248
  0.53916711  0.1411376  -0.24406166  0.39721379  0.53542328 -0.07084034
  0.3334856   0.45464927 -0.14357652  0.34607124  0.59892327 -0.11409848
  0.39495537  0.62415171 -0.06879048  0.3025136   0.55773485 -0.04666342
  0.2463562   0.5205062  -0.13898972  0.27504939  0.64899737 -0.10251892
  0.32722583  0.65435266 -0.04961509  0.22205172  0.58630282 -0.03584925
  0.16849712  0.545434   -0.08289892  0.20231757  0.635387   -0.05101708
  0.24849184  0.67132747 -0.01095718]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2904,"[ 0.57245225  0.92829448  0.00000106  0.69102323  0.84396946 -0.06960092
  0.73233521  0.69327497 -0.08763372  0.64669418  0.57053709 -0.09319086
  0.55768883  0.50402552 -0.10194331  0.69650686  0.54268318 -0.06654049
  0.72884965  0.36844328 -0.09672761  0.74307185  0.26523894 -0.11676651
  0.75208986  0.17058989 -0.13315684  0.59584421  0.53235233 -0.06825677
  0.58059031  0.33237147 -0.1012022   0.56497204  0.20810941 -0.13105506
  0.5567013   0.10384384 -0.14744487  0.51047379  0.57099378 -0.07557911
  0.44067782  0.39551452 -0.14868939  0.3973923   0.27606618 -0.21270436
  0.36954644  0.16805208 -0.25148973  0.43999404  0.65134001 -0.08339759
  0.42548734  0.59678578 -0.17281316  0.4592576   0.67022139 -0.20207387
  0.49572474  0.7387839  -0.21264882]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0.]"
2905,"[ 0.58256304  0.74487138 -0.00000103  0.71594495  0.62021351 -0.06773593
  0.71876526  0.44441268 -0.09926205  0.58661431  0.34076339 -0.12694551
  0.46043569  0.27479205 -0.14493543  0.71963012  0.32739592 -0.02173852
  0.76982564  0.21742404 -0.10564362  0.76261699  0.32914251 -0.16364177
  0.73366159  0.43721545 -0.19215636  0.61511898  0.3250027  -0.02173689
  0.66717196  0.18384612 -0.10452618  0.67595768  0.32107228 -0.1336776
  0.6581437   0.43936351 -0.13366388  0.5035423   0.35216236 -0.03653949
  0.53119016  0.18391375 -0.12720697  0.58151466  0.31361011 -0.12111256
  0.58840138  0.42727754 -0.09414754  0.38598928  0.41747174 -0.05532777
  0.42693606  0.33450723 -0.13668294  0.48952329  0.43509817 -0.13160984
  0.50598013  0.51687825 -0.10899578]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2906,"[ 0.60029268  0.65055454  0.00000073  0.55421901  0.59765553 -0.10754756
  0.51086646  0.50936395 -0.13228762  0.44194326  0.44830903 -0.12766792
  0.38678211  0.41497084 -0.10690008  0.54069537  0.3582513  -0.09742093
  0.51002258  0.19699055 -0.1529341   0.42328042  0.14871199 -0.17684348
  0.35299921  0.15642706 -0.17432277  0.52300352  0.3911908  -0.03891833
  0.48690793  0.23166503 -0.08275548  0.41242677  0.19262071 -0.09362692
  0.3572275   0.17828326 -0.08377846  0.49658701  0.43212214  0.00756622
  0.39589828  0.3988291  -0.0391997   0.41177607  0.49292582 -0.0526059
  0.45479277  0.52709526 -0.03857217  0.47568271  0.45942035  0.04752194
  0.39955211  0.46394652  0.01053968  0.42011312  0.52659941 -0.00371915
  0.4601925   0.54908878  0.00183914]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 0.]"
2907,"[ 0.59368587  0.94415736  0.00000103  0.72280282  0.88107741 -0.08196623
  0.76397252  0.75228602 -0.08872224  0.71258295  0.62625253 -0.07548457
  0.65553957  0.54955077 -0.0619415   0.77690369  0.63846684 -0.06937903
  0.8046931   0.47825462 -0.09615808  0.81181365  0.37842095 -0.11428507
  0.81934613  0.28770313 -0.12835178  0.69690442  0.61893731 -0.05863995
  0.7103315   0.44167835 -0.08020338  0.70817244  0.32412902 -0.10579377
  0.71815252  0.22616401 -0.1211734   0.61624956  0.63509458 -0.05632455
  0.5852657   0.46248603 -0.12044651  0.55437028  0.3519336  -0.18076819
  0.54336333  0.24879202 -0.21650293  0.54014754  0.6942597  -0.05633395
  0.51393068  0.61507833 -0.13047484  0.52279317  0.67522871 -0.15323928
  0.53703117  0.7422092  -0.16140136]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0.]"
2908,"[ 0.56293118  0.74944711 -0.00000142  0.71496218  0.66234678 -0.08340499
  0.8417719   0.51719552 -0.1233938   0.81844729  0.36234996 -0.1581188
  0.69629878  0.30251539 -0.18622853  0.73486996  0.33471006 -0.03255581
  0.73987973  0.28572556 -0.13021325  0.71698713  0.40890819 -0.19954142
  0.70192903  0.52395582 -0.22810115  0.62068486  0.3261579  -0.0216817
  0.62449348  0.27242848 -0.12236971  0.61758214  0.42897016 -0.16269951
  0.62084454  0.56553882 -0.16300376  0.51376528  0.34046963 -0.0265174
  0.51782525  0.31019679 -0.12345993  0.53236222  0.4569127  -0.1255632
  0.54836839  0.57783484 -0.09692349  0.40775251  0.37624925 -0.03807688
  0.42658579  0.34226683 -0.09931296  0.44554037  0.44471809 -0.08999299
  0.4575848   0.52792257 -0.06251173]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0.]"
2909,"[ 0.61342227  0.9670254   0.00000111  0.72451031  0.89120752 -0.07986476
  0.75710845  0.75507838 -0.10095933  0.70458287  0.62957114 -0.11689728
  0.61961675  0.56798792 -0.12958749  0.73294187  0.62500215 -0.04553324
  0.75510901  0.45527878 -0.08222919  0.75713408  0.3536281  -0.10682774
  0.7588473   0.26589784 -0.12346957  0.64096677  0.61388838 -0.03358041
  0.60706538  0.4484401  -0.08106867  0.57909381  0.33094352 -0.11567926
  0.5614112   0.2367759  -0.13487129  0.55817199  0.64134991 -0.03046013
  0.51639831  0.52080381 -0.11211773  0.53254896  0.59379333 -0.13463926
  0.54945588  0.67275006 -0.12469857  0.47883165  0.68974924 -0.03235326
  0.43680564  0.59800273 -0.10412019  0.45754009  0.62908912 -0.11662637
  0.48483759  0.68001038 -0.10785188]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 0.]"
2910,"[ 0.53003806  0.94339979 -0.00000132  0.67359722  0.84935141 -0.06701199
  0.74725169  0.68077964 -0.09379397  0.68708521  0.52024752 -0.12064949
  0.55497348  0.50884843 -0.13497157  0.69867277  0.53330123 -0.01325361
  0.70793915  0.38058507 -0.06575412  0.67013001  0.46441406 -0.09433686
  0.64647096  0.54705095 -0.1039535   0.58950424  0.51423287 -0.00980849
  0.56932688  0.36170024 -0.0710886   0.56728053  0.48501024 -0.09444481
  0.57890356  0.55107468 -0.0920142   0.49367997  0.51925844 -0.01843849
  0.47133446  0.37502971 -0.07286879  0.49474207  0.49062395 -0.06726398
  0.51258612  0.60042167 -0.04464448  0.39598379  0.54079336 -0.03514325
  0.36032337  0.38886517 -0.06232554  0.336851    0.28573906 -0.0672587
  0.31872809  0.19733679 -0.0654061 ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2911,"[ 0.53079861  0.87352824 -0.00000129  0.66635621  0.83630943 -0.12225279
  0.75629163  0.71002066 -0.17025295  0.66805995  0.60667753 -0.20912193
  0.53674984  0.60788912 -0.23114206  0.68316889  0.48836371 -0.07411418
  0.64167935  0.37131077 -0.17101087  0.62257248  0.49155557 -0.22203779
  0.61986744  0.55939436 -0.23725465  0.58397228  0.46516511 -0.05084729
  0.53865266  0.36761612 -0.15499581  0.52679098  0.50671339 -0.19636707
  0.53800315  0.56165683 -0.19749476  0.49059367  0.46607912 -0.04681088
  0.44865829  0.37833768 -0.14140072  0.45499539  0.50360954 -0.15633863
  0.48158839  0.58872938 -0.13301656  0.40559232  0.47841939 -0.05358572
  0.39454424  0.31231889 -0.09622983  0.38023287  0.2153883  -0.10804897
  0.37973666  0.13899827 -0.10228832]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2912,"[ 0.48681509  0.98005927  0.00000115  0.64728743  0.88800633 -0.05734203
  0.69938719  0.72384381 -0.04447161  0.63429731  0.57744795 -0.02114689
  0.53297949  0.53310412  0.00114011  0.65813929  0.59521186  0.0166912
  0.69109803  0.430484    0.01984875  0.70388591  0.32681334  0.00929364
  0.70859599  0.22990295 -0.0039905   0.55724692  0.57747412  0.02102104
  0.57011598  0.38984394  0.02339215  0.56868958  0.26738304 -0.00074588
  0.57053298  0.15783262 -0.01902724  0.46013546  0.5928998   0.01602578
  0.44290009  0.41727036 -0.02661821  0.43321896  0.30964965 -0.08271346
  0.4259133   0.21368212 -0.11717147  0.36180675  0.64456534  0.00860457
  0.36102426  0.5193575  -0.0450734   0.39061934  0.57851547 -0.05834198
  0.41842601  0.66204882 -0.06197385]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0.]"
2913,"[ 0.55649954  0.68798375 -0.00000033  0.67342019  0.66798031 -0.11456139
  0.78092134  0.49433726 -0.15707508  0.75909901  0.30782294 -0.18617447
  0.7251808   0.15889682 -0.20049623  0.74643004  0.30823079 -0.05372829
  0.78407049  0.21434712 -0.16386434  0.78107995  0.27470827 -0.20809822
  0.7675274   0.33789513 -0.21594468  0.60665262  0.2854563  -0.03490181
  0.62685984  0.18536097 -0.14211418  0.62263548  0.36194825 -0.1493718
  0.62117064  0.43416637 -0.12377442  0.47179738  0.30487287 -0.03894712
  0.48126906  0.2334944  -0.1611058   0.50095987  0.40356722 -0.12117983
  0.50249887  0.46492916 -0.06113037  0.33248368  0.35192275 -0.05102558
  0.33905813  0.29325792 -0.13246088  0.37819788  0.41149938 -0.10143797
  0.39616725  0.45277268 -0.05644483]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 0.]"
2914,"[ 0.56670678  0.89897561  0.00000005  0.68196213  0.80475557 -0.04399548
  0.75240928  0.66091919 -0.05332338  0.76471096  0.52865535 -0.06695118
  0.7146908   0.43204096 -0.07742957  0.71099204  0.51933843  0.03646551
  0.72839522  0.38309833 -0.01723994  0.71576893  0.38063803 -0.07488441
  0.7007181   0.4085283  -0.10635218  0.64173889  0.50025344  0.0303935
  0.64889753  0.32911146  0.0071737   0.64331281  0.22536892 -0.03637798
  0.64112079  0.13582724 -0.07060499  0.57609385  0.51286888  0.00859432
  0.58237422  0.35487354 -0.01889865  0.58721972  0.24839127 -0.05296069
  0.59122151  0.15692639 -0.07756154  0.50366974  0.54887199 -0.01985033
  0.50622946  0.42326275 -0.03895487  0.51478243  0.33912572 -0.04877456
  0.52416223  0.25904489 -0.05763392]","[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2915,"[ 0.55280578  0.85074681  0.00000073  0.67913562  0.80465531 -0.07706504
  0.76961011  0.64244211 -0.09021751  0.76594555  0.48869637 -0.09805533
  0.68694013  0.40252453 -0.10304589  0.71386361  0.48958138 -0.03357209
  0.69444883  0.30956727 -0.08118648  0.66370207  0.19935137 -0.1127101
  0.63365787  0.10348052 -0.13308299  0.62297636  0.48460117 -0.02851468
  0.62283695  0.30445564 -0.09453299  0.59994161  0.19761857 -0.13386156
  0.5741868   0.10789669 -0.14797144  0.53749353  0.51516515 -0.03343688
  0.50257421  0.38791996 -0.14172146  0.52021879  0.52202117 -0.15022294
  0.54417688  0.62115318 -0.12074323  0.44909614  0.57099807 -0.04285832
  0.41938001  0.48906282 -0.13600861  0.44376743  0.57711381 -0.13560778
  0.47609279  0.6468485  -0.11095212]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2916,"[ 0.55259621  0.80639338  0.00000007  0.65910238  0.74585736 -0.1150788
  0.73803204  0.6357823  -0.15962999  0.7272433   0.52400267 -0.19469319
  0.63153744  0.48645106 -0.2242492   0.72504354  0.45593166 -0.03194688
  0.71600544  0.31101975 -0.07126314  0.68949747  0.20791793 -0.10306314
  0.67597491  0.1307008  -0.12677683  0.6423645   0.44844142 -0.00565184
  0.63447624  0.31500018 -0.08049605  0.5929206   0.40706587 -0.11859109
  0.5923326   0.48981187 -0.12005988  0.56402498  0.45022842  0.00620045
  0.55017889  0.33000529 -0.06996698  0.53073293  0.40924245 -0.09362295
  0.53705812  0.49998856 -0.08399539  0.49532476  0.46444204  0.00755002
  0.46990764  0.36585858 -0.0424462   0.47017223  0.41070852 -0.05381123
  0.4847064   0.48671785 -0.04756568]","[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2917,"[ 0.43510035  0.97712111  0.00000126  0.57765901  0.92529166 -0.12114457
  0.68293554  0.78561449 -0.17313713  0.65940344  0.62714076 -0.206892
  0.55034673  0.56299067 -0.23777725  0.61209488  0.53329539 -0.10305088
  0.61343336  0.34323543 -0.15540166  0.59974599  0.2264618  -0.20092975
  0.58757985  0.12635598 -0.23381595  0.50510776  0.51205653 -0.07870072
  0.50392431  0.30586502 -0.12201881  0.49862364  0.17135191 -0.16510852
  0.49674892  0.05990797 -0.19542444  0.40847921  0.53003824 -0.06460513
  0.40593117  0.34009451 -0.10547818  0.41382748  0.21709958 -0.14024684
  0.42132214  0.12261909 -0.16281962  0.30936339  0.58042639 -0.06135412
  0.30289161  0.43232033 -0.09812732  0.31068683  0.33791208 -0.11532275
  0.32025787  0.25945893 -0.12465743]","[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
